specimen_collection_date,new_cases,cumulative_cases,data_as_of,data_loaded_at
06/09/2022 12:00:00 AM,506,149889,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/12/2022 12:00:00 AM,225,150825,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/15/2022 12:00:00 AM,517,152407,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/18/2022 12:00:00 AM,279,153609,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/21/2022 12:00:00 AM,614,155003,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/24/2022 12:00:00 AM,461,156513,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/27/2022 12:00:00 AM,635,157671,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/30/2022 12:00:00 AM,572,159372,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/03/2022 12:00:00 AM,213,160256,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/06/2022 12:00:00 AM,541,161791,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/09/2022 12:00:00 AM,258,162940,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/12/2022 12:00:00 AM,425,164098,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/15/2022 12:00:00 AM,388,165367,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/18/2022 12:00:00 AM,483,166229,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/21/2022 12:00:00 AM,379,167414,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/24/2022 12:00:00 AM,168,168115,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/27/2022 12:00:00 AM,293,169207,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/30/2022 12:00:00 AM,175,169915,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/02/2022 12:00:00 AM,274,170703,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/05/2022 12:00:00 AM,214,171409,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/08/2022 12:00:00 AM,290,171952,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/11/2022 12:00:00 AM,184,172642,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/14/2022 12:00:00 AM,94,173018,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/17/2022 12:00:00 AM,172,173603,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/20/2022 12:00:00 AM,126,174037,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/23/2022 12:00:00 AM,167,174512,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/26/2022 12:00:00 AM,147,174979,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/29/2022 12:00:00 AM,168,175284,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/01/2022 12:00:00 AM,105,175658,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/04/2022 12:00:00 AM,47,175906,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/07/2022 12:00:00 AM,148,176291,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/10/2022 12:00:00 AM,68,176590,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/13/2022 12:00:00 AM,123,176917,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/16/2022 12:00:00 AM,111,177227,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/19/2022 12:00:00 AM,143,177462,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/22/2022 12:00:00 AM,103,177765,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/25/2022 12:00:00 AM,63,177992,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/28/2022 12:00:00 AM,120,178327,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/01/2022 12:00:00 AM,55,178597,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/04/2022 12:00:00 AM,131,178911,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/07/2022 12:00:00 AM,79,179165,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/10/2022 12:00:00 AM,92,179367,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/13/2022 12:00:00 AM,87,179656,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/16/2022 12:00:00 AM,49,179837,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/19/2022 12:00:00 AM,87,180123,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/22/2022 12:00:00 AM,38,180294,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/25/2022 12:00:00 AM,119,180542,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/28/2022 12:00:00 AM,78,180801,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/31/2022 12:00:00 AM,139,181047,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/03/2022 12:00:00 AM,110,181377,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/06/2022 12:00:00 AM,64,181604,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/09/2022 12:00:00 AM,121,181984,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/12/2022 12:00:00 AM,72,182265,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/15/2022 12:00:00 AM,136,182585,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/18/2022 12:00:00 AM,124,183006,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/21/2022 12:00:00 AM,221,183397,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/24/2022 12:00:00 AM,64,183796,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/27/2022 12:00:00 AM,132,184208,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/30/2022 12:00:00 AM,244,185045,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/03/2022 12:00:00 AM,108,185583,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/06/2022 12:00:00 AM,258,186253,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/09/2022 12:00:00 AM,222,186934,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/12/2022 12:00:00 AM,285,187444,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/15/2022 12:00:00 AM,163,188049,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/18/2022 12:00:00 AM,97,188441,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/21/2022 12:00:00 AM,222,189119,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/24/2022 12:00:00 AM,92,189538,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/27/2022 12:00:00 AM,210,189957,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/30/2022 12:00:00 AM,155,190421,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/02/2023 12:00:00 AM,132,190661,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/05/2023 12:00:00 AM,101,191066,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/08/2023 12:00:00 AM,60,191359,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/11/2023 12:00:00 AM,90,191672,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/14/2023 12:00:00 AM,35,191851,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/17/2023 12:00:00 AM,82,192028,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/20/2023 12:00:00 AM,69,192241,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/23/2023 12:00:00 AM,80,192400,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/26/2023 12:00:00 AM,70,192612,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/29/2023 12:00:00 AM,41,192769,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/01/2023 12:00:00 AM,96,193050,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/04/2023 12:00:00 AM,36,193261,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/07/2023 12:00:00 AM,82,193504,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/10/2023 12:00:00 AM,111,193788,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/13/2023 12:00:00 AM,119,194022,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/16/2023 12:00:00 AM,95,194293,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/19/2023 12:00:00 AM,68,194522,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/22/2023 12:00:00 AM,111,194837,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/25/2023 12:00:00 AM,63,195128,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/28/2023 12:00:00 AM,113,195399,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/03/2023 12:00:00 AM,93,195668,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/06/2023 12:00:00 AM,100,195874,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/09/2023 12:00:00 AM,76,196140,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/12/2023 12:00:00 AM,34,196316,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/15/2023 12:00:00 AM,55,196595,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/18/2023 12:00:00 AM,43,196749,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/21/2023 12:00:00 AM,55,196927,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/24/2023 12:00:00 AM,50,197090,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/27/2023 12:00:00 AM,67,197241,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/30/2023 12:00:00 AM,64,197412,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/02/2023 12:00:00 AM,32,197521,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/05/2023 12:00:00 AM,55,197673,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/08/2023 12:00:00 AM,30,197778,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/11/2023 12:00:00 AM,41,197907,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/14/2023 12:00:00 AM,50,198072,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/17/2023 12:00:00 AM,40,198165,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/20/2023 12:00:00 AM,39,198323,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/23/2023 12:00:00 AM,27,198422,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/26/2023 12:00:00 AM,32,198564,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/29/2023 12:00:00 AM,19,198661,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/09/2022 12:00:00 AM,87,125645,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/12/2022 12:00:00 AM,210,126163,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/15/2022 12:00:00 AM,194,126788,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/18/2022 12:00:00 AM,294,127326,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/21/2022 12:00:00 AM,315,128304,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/24/2022 12:00:00 AM,134,128834,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/27/2022 12:00:00 AM,432,130055,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/30/2022 12:00:00 AM,210,130937,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/03/2022 12:00:00 AM,462,132027,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/06/2022 12:00:00 AM,419,133391,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/09/2022 12:00:00 AM,657,134532,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/12/2022 12:00:00 AM,547,136256,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/15/2022 12:00:00 AM,239,137195,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/18/2022 12:00:00 AM,617,139236,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/21/2022 12:00:00 AM,305,140661,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/24/2022 12:00:00 AM,581,142151,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/27/2022 12:00:00 AM,500,143791,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/30/2022 12:00:00 AM,390,144738,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/02/2022 12:00:00 AM,575,146654,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/05/2022 12:00:00 AM,238,147681,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/08/2022 12:00:00 AM,556,149383,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/11/2022 12:00:00 AM,285,150600,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/14/2022 12:00:00 AM,548,151890,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/17/2022 12:00:00 AM,478,153330,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/20/2022 12:00:00 AM,542,154389,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/23/2022 12:00:00 AM,526,156052,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/26/2022 12:00:00 AM,228,157036,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/29/2022 12:00:00 AM,530,158800,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/02/2022 12:00:00 AM,261,160043,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/05/2022 12:00:00 AM,691,161250,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/08/2022 12:00:00 AM,420,162682,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/11/2022 12:00:00 AM,560,163673,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/14/2022 12:00:00 AM,451,164979,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/17/2022 12:00:00 AM,164,165746,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/20/2022 12:00:00 AM,397,167035,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/23/2022 12:00:00 AM,181,167947,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/26/2022 12:00:00 AM,351,168914,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
07/29/2022 12:00:00 AM,259,169740,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/01/2022 12:00:00 AM,384,170429,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/04/2022 12:00:00 AM,218,171195,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/07/2022 12:00:00 AM,124,171662,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/10/2022 12:00:00 AM,270,172458,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/13/2022 12:00:00 AM,113,172924,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/16/2022 12:00:00 AM,184,173431,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/19/2022 12:00:00 AM,151,173911,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/22/2022 12:00:00 AM,208,174345,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/25/2022 12:00:00 AM,157,174832,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/28/2022 12:00:00 AM,56,175116,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
08/31/2022 12:00:00 AM,157,175553,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/03/2022 12:00:00 AM,64,175859,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/06/2022 12:00:00 AM,157,176143,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/09/2022 12:00:00 AM,116,176522,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/12/2022 12:00:00 AM,156,176794,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/15/2022 12:00:00 AM,98,177116,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/18/2022 12:00:00 AM,48,177319,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/21/2022 12:00:00 AM,104,177662,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/24/2022 12:00:00 AM,69,177929,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/27/2022 12:00:00 AM,90,178207,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
09/30/2022 12:00:00 AM,100,178542,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/03/2022 12:00:00 AM,133,178780,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/06/2022 12:00:00 AM,87,179086,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/09/2022 12:00:00 AM,49,179275,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/12/2022 12:00:00 AM,98,179569,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/15/2022 12:00:00 AM,46,179788,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/18/2022 12:00:00 AM,87,180036,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/21/2022 12:00:00 AM,61,180256,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/24/2022 12:00:00 AM,97,180423,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/27/2022 12:00:00 AM,81,180723,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
10/30/2022 12:00:00 AM,51,180908,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/02/2022 12:00:00 AM,119,181267,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/05/2022 12:00:00 AM,51,181540,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/08/2022 12:00:00 AM,105,181863,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/11/2022 12:00:00 AM,96,182193,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/14/2022 12:00:00 AM,122,182449,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/17/2022 12:00:00 AM,144,182882,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/20/2022 12:00:00 AM,68,183176,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/23/2022 12:00:00 AM,150,183732,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/26/2022 12:00:00 AM,121,184076,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
11/29/2022 12:00:00 AM,270,184801,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/02/2022 12:00:00 AM,208,185475,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/05/2022 12:00:00 AM,303,185995,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/08/2022 12:00:00 AM,219,186712,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/11/2022 12:00:00 AM,128,187159,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/14/2022 12:00:00 AM,227,187886,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/17/2022 12:00:00 AM,98,188344,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/20/2022 12:00:00 AM,180,188897,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/23/2022 12:00:00 AM,166,189446,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/26/2022 12:00:00 AM,168,189747,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
12/29/2022 12:00:00 AM,144,190266,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/01/2023 12:00:00 AM,39,190529,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/04/2023 12:00:00 AM,105,190965,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/07/2023 12:00:00 AM,72,191299,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/10/2023 12:00:00 AM,87,191582,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/13/2023 12:00:00 AM,80,191816,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/16/2023 12:00:00 AM,59,191946,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/19/2023 12:00:00 AM,71,192172,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/22/2023 12:00:00 AM,41,192320,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/25/2023 12:00:00 AM,72,192542,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/28/2023 12:00:00 AM,34,192728,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
01/31/2023 12:00:00 AM,87,192954,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/03/2023 12:00:00 AM,96,193225,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/06/2023 12:00:00 AM,109,193422,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/09/2023 12:00:00 AM,88,193677,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/12/2023 12:00:00 AM,60,193903,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/15/2023 12:00:00 AM,90,194198,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/18/2023 12:00:00 AM,67,194454,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/21/2023 12:00:00 AM,123,194726,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/24/2023 12:00:00 AM,117,195065,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
02/27/2023 12:00:00 AM,107,195286,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/02/2023 12:00:00 AM,78,195575,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/05/2023 12:00:00 AM,52,195774,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/08/2023 12:00:00 AM,83,196064,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/11/2023 12:00:00 AM,48,196282,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/14/2023 12:00:00 AM,98,196540,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/17/2023 12:00:00 AM,49,196706,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/20/2023 12:00:00 AM,90,196872,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/23/2023 12:00:00 AM,68,197040,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/26/2023 12:00:00 AM,43,197174,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
03/29/2023 12:00:00 AM,47,197348,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/01/2023 12:00:00 AM,38,197489,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/04/2023 12:00:00 AM,54,197618,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/07/2023 12:00:00 AM,34,197748,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/10/2023 12:00:00 AM,67,197866,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/13/2023 12:00:00 AM,54,198022,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/16/2023 12:00:00 AM,28,198125,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/19/2023 12:00:00 AM,57,198284,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/22/2023 12:00:00 AM,24,198395,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/25/2023 12:00:00 AM,52,198532,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/28/2023 12:00:00 AM,41,198642,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/08/2022 12:00:00 AM,172,125558,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/11/2022 12:00:00 AM,216,125953,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/14/2022 12:00:00 AM,204,126594,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/17/2022 12:00:00 AM,104,127032,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/20/2022 12:00:00 AM,323,127989,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/23/2022 12:00:00 AM,159,128700,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/26/2022 12:00:00 AM,355,129623,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
04/29/2022 12:00:00 AM,298,130727,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/02/2022 12:00:00 AM,450,131565,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/05/2022 12:00:00 AM,435,132972,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/08/2022 12:00:00 AM,236,133875,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/11/2022 12:00:00 AM,580,135709,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/14/2022 12:00:00 AM,325,136956,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/17/2022 12:00:00 AM,714,138619,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/20/2022 12:00:00 AM,531,140356,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/23/2022 12:00:00 AM,675,141570,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/26/2022 12:00:00 AM,537,143291,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
05/29/2022 12:00:00 AM,249,144348,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/01/2022 12:00:00 AM,648,146079,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/04/2022 12:00:00 AM,323,147443,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/07/2022 12:00:00 AM,569,148827,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/10/2022 12:00:00 AM,426,150315,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/13/2022 12:00:00 AM,517,151342,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/16/2022 12:00:00 AM,445,152852,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
06/19/2022 12:00:00 AM,238,153847,05/05/2023 04:30:00 AM,05/05/2023 07:00:12 AM
